,1P1F,1P2F,2P1F,2P2F,F1,F2,Condicion,Final,Año,Tipo_Cursada,Virtual,Oral,Grupo
727,6.0,-1.0,2.3,4.9,-1.0,1.3,Desaprobado,0,2023,1er Semestre,0,,
728,6.1,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,1er Semestre,0,,
729,7.5,-1.0,8.8,-1.0,-1.0,-1.0,Promocionado,8,2023,1er Semestre,0,,
730,6.6,-1.0,0.8,4.3,-1.0,4.4,Desaprobado,0,2023,1er Semestre,0,,
731,3.5,4.3,0.2,-1.0,-1.0,-1.0,Abandonó,0,2023,1er Semestre,0,,
732,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,1er Semestre,0,,
733,0.0,0.0,-1.0,0.0,-1.0,-1.0,Desaprobado,0,2023,1er Semestre,0,,
734,5.4,-1.0,4.9,5.0,-1.0,7.0,Promocionado,6,2023,1er Semestre,0,,
735,4.0,-1.0,3.7,3.2,-1.0,3.8,Desaprobado,0,2023,1er Semestre,0,,
736,6.3,-1.0,9.1,-1.0,-1.0,-1.0,Promocionado,8,2023,1er Semestre,0,,
737,4.7,-1.0,6.6,-1.0,8.5,-1.0,Promocionado,8,2023,1er Semestre,0,,
738,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,1er Semestre,0,,
739,0.0,0.3,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,1er Semestre,0,,
740,2.7,3.1,2.3,3.0,-1.0,-1.0,Desaprobado,0,2023,1er Semestre,0,,
741,0.5,0.9,3.3,3.0,-1.0,-1.0,Desaprobado,0,2023,1er Semestre,0,,
742,1.8,1.4,2.2,5.5,1.8,-1.0,Desaprobado,0,2023,1er Semestre,0,,
743,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,1er Semestre,0,,
744,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,1er Semestre,0,,
745,1.7,1.6,4.3,-1.0,6.1,-1.0,Desaprobado,0,2023,1er Semestre,0,,
746,2.4,0.9,0.4,0.7,-1.0,-1.0,Desaprobado,0,2023,1er Semestre,0,,
747,2.8,2.4,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,1er Semestre,0,,
748,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,1er Semestre,0,,
749,0.7,0.2,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,1er Semestre,0,,
750,0.0,0.0,0.3,0.1,-1.0,-1.0,Desaprobado,0,2023,1er Semestre,0,,
751,4.4,6.1,7.1,-1.0,-1.0,-1.0,Promocionado,7,2023,1er Semestre,0,,
752,1.9,1.4,2.0,0.0,-1.0,-1.0,Desaprobado,0,2023,1er Semestre,0,,
753,0.0,0.0,0.0,-1.0,-1.0,-1.0,Abandonó,0,2023,1er Semestre,0,,
754,5.2,-1.0,6.0,-1.0,8.9,-1.0,Promocionado,8,2023,1er Semestre,0,,
755,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,1er Semestre,0,,
756,4.7,-1.0,3.2,-1.0,-1.0,-1.0,Abandonó,0,2023,1er Semestre,0,,
757,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,1er Semestre,0,,
758,0.0,0.4,0.8,-1.0,-1.0,-1.0,Abandonó,0,2023,1er Semestre,0,,
759,0.0,0.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,1er Semestre,0,,
760,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,1er Semestre,0,,
761,6.7,-1.0,6.3,-1.0,-1.0,-1.0,Promocionado,7,2023,1er Semestre,0,,
762,2.0,3.1,0.0,0.8,-1.0,-1.0,Desaprobado,0,2023,1er Semestre,0,,
763,0.0,0.0,0.0,-1.0,-1.0,-1.0,Abandonó,0,2023,1er Semestre,0,,
764,7.0,-1.0,7.5,-1.0,-1.0,-1.0,Promocionado,7,2023,1er Semestre,0,,
765,3.5,3.2,4.2,-1.0,4.6,-1.0,Desaprobado,0,2023,1er Semestre,0,,
766,0.8,0.3,0.0,0.0,-1.0,-1.0,Desaprobado,0,2023,1er Semestre,0,,
767,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,1er Semestre,0,,
768,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,1er Semestre,0,,
769,2.8,2.0,5.5,-1.0,4.7,-1.0,Desaprobado,0,2023,1er Semestre,0,,
770,-1.0,0.6,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,1er Semestre,0,,
771,0.3,0.2,0.1,0.3,-1.0,-1.0,Desaprobado,0,2023,1er Semestre,0,,
772,2.9,2.1,3.6,6.2,5.0,-1.0,Desaprobado,0,2023,1er Semestre,0,,
773,1.0,0.0,1.5,2.6,-1.0,-1.0,Desaprobado,0,2023,1er Semestre,0,,
774,0.4,1.2,1.5,2.5,-1.0,-1.0,Desaprobado,0,2023,1er Semestre,0,,
775,6.2,-1.0,5.2,5.8,-1.0,-1.0,Promocionado,6,2023,1er Semestre,0,,
776,8.4,-1.0,6.0,-1.0,-1.0,-1.0,Promocionado,7,2023,1er Semestre,0,,
777,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
778,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
779,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
780,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
781,4.2,-1.0,4.8,4.8,-1.0,5.5,Desaprobado,0,2023,Anticipada,0,,
782,0.3,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
783,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
784,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
785,0.2,0.4,0.0,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
786,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
787,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
788,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
789,1.3,0.6,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
790,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
791,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
792,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
793,0.2,0.2,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
794,0.4,0.7,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
795,3.3,4.4,4.0,3.7,-1.0,7.4,Promocionado,6,2023,Anticipada,0,,
796,1.4,2.7,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
797,3.3,4.9,3.6,3.6,-1.0,4.1,Desaprobado,0,2023,Anticipada,0,,
798,0.6,0.3,0.0,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
799,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
800,1.8,1.2,1.5,1.5,-1.0,-1.0,Desaprobado,0,2023,Anticipada,0,,
801,-1.0,8.4,8.7,-1.0,-1.0,-1.0,Promocionado,10,2023,Anticipada,0,,
802,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
803,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
804,1.9,6.0,0.3,4.4,-1.0,5.6,Promocionado,6,2023,Anticipada,0,,
805,1.8,1.5,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
806,0.3,2.5,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
807,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
808,1.2,3.3,3.7,5.6,8.2,-1.0,Promocionado,7,2023,Anticipada,0,,
809,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
810,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
811,0.0,0.4,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
812,0.7,0.2,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
813,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
814,-1.0,6.5,8.1,-1.0,-1.0,-1.0,Promocionado,8,2023,Anticipada,0,,
815,3.2,3.5,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
816,0.0,0.1,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
817,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
818,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
819,2.9,5.5,0.8,5.2,7.1,-1.0,Promocionado,6,2023,Anticipada,0,,
820,0.2,0.9,1.1,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
821,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
822,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
823,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
824,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
825,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
826,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
827,0.9,2.1,0.6,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
828,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
829,0.5,2.6,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
830,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
831,0.6,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
832,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
833,0.3,0.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
834,1.1,2.7,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
835,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
836,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
837,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
838,1.2,6.2,5.8,-1.0,-1.0,-1.0,Promocionado,6,2023,Anticipada,0,,
839,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
840,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
841,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
842,1.6,4.0,8.0,-1.0,-1.0,-1.0,Promocionado,6,2023,Anticipada,0,,
843,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
844,0.4,2.5,0.9,1.8,-1.0,-1.0,Desaprobado,0,2023,Anticipada,0,,
845,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
846,1.8,5.0,4.4,4.4,6.9,-1.0,Promocionado,6,2023,Anticipada,0,,
847,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2023,Anticipada,0,,
848,-1.0,0.8,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2023,Anticipada,0,,
849,-1.0,2.7,2.7,4.9,3.1,-1.0,Desaprobado,0,2024,Verano,0,,
850,2.7,2.7,1.7,4.0,6.3,-1.0,Desaprobado,0,2024,Verano,0,,
851,6.6,-1.0,4.5,7.7,-1.0,-1.0,Promocionado,7,2024,Verano,0,,
852,2.4,7.2,8.2,-1.0,-1.0,-1.0,Promocionado,8,2024,Verano,0,,
853,0.1,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Verano,0,,
854,4.5,5.9,5.9,-1.0,-1.0,-1.0,Promocionado,6,2024,Verano,0,,
855,4.1,6.3,5.6,-1.0,-1.0,-1.0,Promocionado,6,2024,Verano,0,,
856,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Verano,0,,
857,5.1,8.1,8.2,-1.0,-1.0,-1.0,Promocionado,8,2024,Verano,0,,
858,8.0,-1.0,9.7,-1.0,-1.0,-1.0,Promocionado,9,2024,Verano,0,,
859,2.6,3.4,0.2,1.4,-1.0,-1.0,Desaprobado,0,2024,Verano,0,,
860,0.7,1.1,0.9,1.4,-1.0,-1.0,Desaprobado,0,2024,Verano,0,,
861,1.6,2.0,1.6,0.9,-1.0,-1.0,Desaprobado,0,2024,Verano,0,,
862,3.7,6.8,1.5,4.8,-1.0,-1.0,Abandonó,0,2024,Verano,0,,
863,0.0,0.0,0.0,0.0,-1.0,-1.0,Desaprobado,0,2024,Verano,0,,
864,2.2,6.9,4.3,6.35,-1.0,-1.0,Promocionado,7,2024,Verano,0,,
865,5.3,7.8,8.9,-1.0,-1.0,-1.0,Promocionado,8,2024,Verano,0,,
866,7.8,-1.0,-1.0,6.8,-1.0,-1.0,Promocionado,7,2024,Verano,0,,
867,1.4,3.2,3.8,7.6,4.4,-1.0,Promocionado,6,2024,Verano,0,,
868,0.2,1.4,0.5,-1.0,-1.0,-1.0,Abandonó,0,2024,Verano,0,,
869,-1.0,0.3,0.2,0.1,-1.0,-1.0,Desaprobado,0,2024,Verano,0,,
870,0.2,0.3,0.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Verano,0,,
871,0.6,0.2,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Verano,0,,
872,0.0,1.9,0.0,0.4,-1.0,-1.0,Desaprobado,0,2024,Verano,0,,
873,9.0,-1.0,5.2,-1.0,-1.0,-1.0,Promocionado,7,2024,Verano,0,,
874,3.4,6.9,2.1,2.7,-1.0,6.0,Promocionado,6,2024,Verano,0,,
875,7.1,-1.0,9.7,-1.0,-1.0,-1.0,Promocionado,8,2024,Verano,0,,
876,8.2,-1.0,6.9,-1.0,-1.0,-1.0,Promocionado,8,2024,Verano,0,,
877,3.0,5.6,3.0,2.4,-1.0,6.4,Promocionado,6,2024,Verano,0,,
878,0.7,0.9,0.2,1.0,-1.0,-1.0,Desaprobado,0,2024,Verano,0,,
879,1.4,6.6,7.8,-1.0,-1.0,-1.0,Promocionado,7,2024,Verano,0,,
880,6.6,-1.0,9.5,-1.0,-1.0,-1.0,Promocionado,8,2024,Verano,0,,
881,2.6,7.1,6.8,-1.0,-1.0,-1.0,Promocionado,7,2024,Verano,0,,
882,5.0,-1.0,6.1,7.7,-1.0,-1.0,Promocionado,6,2024,Verano,0,,
883,5.8,-1.0,6.1,-1.0,-1.0,-1.0,Promocionado,6,2024,Verano,0,,
884,0.0,0.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Verano,0,,
885,4.9,7.9,5.7,-1.0,-1.0,-1.0,Promocionado,7,2024,Verano,0,,
886,7.6,-1.0,8.7,-1.0,-1.0,-1.0,Promocionado,8,2024,Verano,0,,
887,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Verano,0,,
888,7.5,-1.0,7.6,-1.0,-1.0,-1.0,Promocionado,8,2024,Verano,0,,
889,1.7,2.9,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Verano,0,,
890,0.0,0.9,0.1,0.0,-1.0,-1.0,Desaprobado,0,2024,Verano,0,,
891,10.0,-1.0,9.0,-1.0,-1.0,-1.0,Promocionado,10,2024,Verano,0,,
892,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Verano,0,,
893,8.7,-1.0,8.7,-1.0,-1.0,-1.0,Promocionado,9,2024,Verano,0,,
894,7.9,-1.0,7.5,-1.0,-1.0,-1.0,Promocionado,8,2024,Verano,0,,
895,1.5,0.9,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Verano,0,,
896,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Verano,0,,
897,3.5,3.7,0.9,4.4,5.6,-1.0,Desaprobado,0,2024,Verano,0,,
898,3.6,1.3,1.5,3.6,-1.0,-1.0,Desaprobado,0,2024,Verano,0,,
899,3.4,4.0,4.0,5.5,-1.0,8.0,Promocionado,6,2024,Verano,0,,
900,2.7,5.8,4.9,9.4,-1.0,-1.0,Promocionado,8,2024,Verano,0,,
901,5.3,-1.0,8.2,-1.0,-1.0,-1.0,Promocionado,7,2024,Verano,0,,
902,0.2,2.5,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Verano,0,,
903,9.2,-1.0,9.9,-1.0,-1.0,-1.0,Promocionado,10,2024,Verano,0,,
904,1.6,5.1,6.0,6.8,-1.0,-1.0,Promocionado,6,2024,Verano,0,,
905,8.7,-1.0,7.6,-1.0,-1.0,-1.0,Promocionado,8,2024,Verano,0,,
906,0.2,2.1,0.7,6.0,6.0,-1.0,Promocionado,6,2024,Verano,0,,
907,4.5,5.5,4.5,5.6,-1.0,6.8,Promocionado,6,2024,Verano,0,,
908,1.1,3.4,2.5,4.6,0.6,-1.0,Desaprobado,0,2024,Verano,0,,
909,9.7,-1.0,8.1,-1.0,-1.0,-1.0,Promocionado,9,2024,Verano,0,,
910,2.9,5.2,3.5,3.3,-1.0,7.1,Promocionado,6,2024,Verano,0,,
911,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Verano,0,,
912,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Verano,0,,
913,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Verano,0,,
914,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Verano,0,,
915,1.1,1.8,0.6,1.8,-1.0,-1.0,Desaprobado,0,2024,Verano,0,,
916,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Verano,0,,
917,-1.0,0.0,0.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Verano,0,,
918,0.4,0.9,0.0,0.9,-1.0,-1.0,Desaprobado,0,2024,Verano,0,,
919,6.3,-1.0,5.0,8.0,-1.0,-1.0,Promocionado,7,2024,Verano,0,,
920,7.9,-1.0,9.6,-1.0,-1.0,-1.0,Promocionado,9,2024,Verano,0,,
921,0.6,1.6,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Verano,0,,
922,2.2,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Verano,0,,
923,0.0,3.1,3.7,4.6,4.6,-1.0,Desaprobado,0,2024,Verano,0,,
924,0.0,0.8,0.3,-1.0,-1.0,-1.0,Abandonó,0,2024,Verano,0,,
925,0.0,0.9,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Verano,0,,
926,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Verano,0,,
927,0.0,1.4,1.3,5.6,4.4,-1.0,Desaprobado,0,2024,Verano,0,,
928,3.8,5.0,9.0,-1.0,-1.0,-1.0,Promocionado,7,2024,Verano,0,,
929,1.6,4.9,6.1,-1.0,4.3,-1.0,Desaprobado,0,2024,Verano,0,,
930,1.1,0.8,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Verano,0,,
931,10.0,-1.0,9.9,-1.0,-1.0,-1.0,Promocionado,10,2024,Verano,0,,
932,8.3,7.6,5.3,9.7,-1.0,-1.0,Promocionado,9,2024,Verano,0,,
933,8.7,-1.0,7.0,-1.0,-1.0,-1.0,Promocionado,8,2024,Verano,0,,
934,7.6,-1.0,7.4,-1.0,-1.0,-1.0,Promocionado,8,2024,Verano,0,,
935,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Verano,0,,
936,0.0,0.3,0.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Verano,0,,
937,1.6,9.1,7.3,-1.0,-1.0,-1.0,Promocionado,8,2024,Verano,0,,
938,0.0,0.6,0.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Verano,0,,
939,2.1,6.9,6.0,-1.0,-1.0,-1.0,Promocionado,7,2024,Verano,0,,
940,7.5,-1.0,8.6,-1.0,-1.0,-1.0,Promocionado,8,2024,Verano,0,,
941,2.7,2.1,0.9,3.4,-1.0,-1.0,Desaprobado,0,2024,Verano,0,,
942,0.6,0.3,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Verano,0,,
943,10.0,-1.0,10.0,-1.0,-1.0,-1.0,Promocionado,10,2024,Verano,0,,
944,2.5,5.9,0.5,3.4,-1.0,2.2,Desaprobado,0,2024,Verano,0,,
945,1.8,0.7,0.9,4.0,3.2,-1.0,Desaprobado,0,2024,Verano,0,,
946,1.7,2.2,0.1,-1.0,-1.0,-1.0,Abandonó,0,2024,Verano,0,,
947,4.0,-1.0,2.7,5.7,-1.0,4.4,Desaprobado,0,2024,1er Semestre,0,,
948,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
949,0.2,2.4,0.2,0.0,-1.0,-1.0,Desaprobado,0,2024,1er Semestre,0,,
950,0.4,2.3,0.6,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
951,0.4,0.2,0.2,0.0,-1.0,-1.0,Desaprobado,0,2024,1er Semestre,0,,
952,0.0,0.4,0.4,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
953,0.0,0.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
954,1.4,3.2,3.4,2.4,-1.0,-1.0,Desaprobado,0,2024,1er Semestre,0,,
955,2.0,2.9,5.4,-1.0,5.2,-1.0,Desaprobado,0,2024,1er Semestre,0,,
956,2.0,2.5,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
957,0.0,0.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
958,1.2,0.9,2.0,4.5,4.9,-1.0,Desaprobado,0,2024,1er Semestre,0,,
959,5.0,4.9,5.6,4.3,-1.0,7.3,Promocionado,6,2024,1er Semestre,0,,
960,1.1,0.4,3.4,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
961,-1.0,0.7,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
962,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,1er Semestre,0,,
963,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,1er Semestre,0,,
964,3.3,4.2,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
965,1.8,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
966,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,1er Semestre,0,,
967,3.6,2.8,2.1,3.3,-1.0,-1.0,Desaprobado,0,2024,1er Semestre,0,,
968,3.2,2.0,2.0,5.3,7.3,-1.0,Promocionado,6,2024,1er Semestre,0,,
969,5.2,2.5,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
970,0.4,0.4,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
971,4.9,4.8,7.5,-1.0,-1.0,-1.0,Promocionado,6,2024,1er Semestre,0,,
972,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,1er Semestre,0,,
973,1.4,1.4,0.4,3.3,-1.0,-1.0,Desaprobado,0,2024,1er Semestre,0,,
974,5.3,-1.0,8.3,-1.0,-1.0,-1.0,Promocionado,7,2024,1er Semestre,0,,
975,-1.0,0.6,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
976,0.0,0.0,0.0,0.1,-1.0,-1.0,Desaprobado,0,2024,1er Semestre,0,,
977,3.4,4.0,3.5,6.4,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
978,0.0,2.9,0.0,0.0,-1.0,-1.0,Desaprobado,0,2024,1er Semestre,0,,
979,5.8,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
