,1P1F,1P2F,2P1F,2P2F,F1,F2,Condicion,Final,Año,Tipo_Cursada,Virtual,Oral,Grupo
980,0.0,0.6,0.4,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
981,1.5,0.5,5.2,-1.0,7.0,-1.0,Promocionado,6,2024,1er Semestre,0,,
982,7.5,-1.0,6.1,-1.0,-1.0,-1.0,Promocionado,7,2024,1er Semestre,0,,
983,5.7,1.7,4.6,6.0,7.0,-1.0,Promocionado,7,2024,1er Semestre,0,,
984,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,1er Semestre,0,,
985,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,1er Semestre,0,,
986,0.0,0.2,0.7,0.6,-1.0,-1.0,Desaprobado,0,2024,1er Semestre,0,,
987,0.0,1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
988,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,1er Semestre,0,,
989,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
990,0.0,0.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
991,7.5,-1.0,3.5,6.0,-1.0,-1.0,Promocionado,7,2024,1er Semestre,0,,
992,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,1er Semestre,0,,
993,2.0,1.1,4.8,-1.0,7.2,-1.0,Promocionado,6,2024,1er Semestre,0,,
994,5.2,-1.0,2.7,3.2,-1.0,4.3,Desaprobado,0,2024,1er Semestre,0,,
995,1.4,1.3,4.0,-1.0,8.5,-1.0,Promocionado,6,2024,1er Semestre,0,,
996,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
997,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
998,6.9,-1.0,5.7,-1.0,-1.0,-1.0,Promocionado,7,2024,1er Semestre,0,,
999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,1er Semestre,0,,
1000,-1.0,1.5,-1.0,1.7,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
1001,5.9,-1.0,8.1,-1.0,-1.0,-1.0,Promocionado,7,2024,1er Semestre,0,,
1002,0.2,0.5,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
1003,1.2,2.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
1004,4.2,-1.0,4.3,7.1,7.7,-1.0,Promocionado,7,2024,1er Semestre,0,,
1005,0.9,0.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
1006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,1er Semestre,0,,
1007,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,1er Semestre,0,,
1008,0.0,0.2,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
1009,1.2,2.6,0.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
1010,3.6,2.4,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
1011,3.6,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
1012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,1er Semestre,0,,
1013,2.3,1.7,5.0,-1.0,4.5,-1.0,Desaprobado,0,2024,1er Semestre,0,,
1014,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
1015,0.0,0.0,0.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
1016,0.4,3.5,5.4,-1.0,7.4,-1.0,Promocionado,6,2024,1er Semestre,0,,
1017,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,1er Semestre,0,,
1018,3.0,5.5,6.0,7.5,-1.0,-1.0,Promocionado,7,2024,1er Semestre,0,,
1019,4.8,2.3,3.2,7.5,8.6,-1.0,Promocionado,8,2024,1er Semestre,0,,
1020,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
1021,2.1,2.1,5.0,-1.0,7.3,-1.0,Promocionado,6,2024,1er Semestre,0,,
1022,0.0,0.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
1023,1.9,2.7,2.2,4.0,6.7,-1.0,Desaprobado,0,2024,1er Semestre,0,,
1024,1.4,1.0,3.2,6.2,8.5,-1.0,Promocionado,7,2024,1er Semestre,0,,
1025,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,1er Semestre,0,,
1026,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,1er Semestre,0,,
1027,1.1,0.0,0.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
1028,0.0,0.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
1029,0.4,1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
1030,4.0,-1.0,4.8,6.3,8.4,-1.0,Promocionado,7,2024,1er Semestre,0,,
1031,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,1er Semestre,0,,
1032,4.5,-1.0,3.2,4.6,-1.0,6.2,Desaprobado,0,2024,1er Semestre,0,,
1033,0.0,0.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
1034,-1.0,-1.0,-1.0,0.2,0.6,-1.0,Desaprobado,0,2024,1er Semestre,0,,
1035,0.8,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
1036,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,1er Semestre,0,,
1037,1.1,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
1038,0.6,0.9,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
1039,0.3,1.7,2.7,3.3,-1.0,-1.0,Desaprobado,0,2024,1er Semestre,0,,
1040,0.0,0.6,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
1041,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
1042,2.1,4.0,5.0,6.0,7.8,-1.0,Promocionado,7,2024,1er Semestre,0,,
1043,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,Abandonó,0,2024,1er Semestre,0,,
1044,0.0,0.5,1.9,2.7,-1.0,-1.0,Desaprobado,0,2024,1er Semestre,0,,
1045,2.6,4.8,3.4,7.4,-1.0,-1.0,Promocionado,6,2024,1er Semestre,0,,
1046,4.4,8.0,6.0,-1.0,-1.0,-1.0,Promocionado,7,2024,Anticipada,0,,
1047,0.0,0.4,0.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Anticipada,0,,
1048,4.5,6.1,5.9,-1.0,-1.0,-1.0,Promocionado,6,2024,Anticipada,0,,
1049,-1.0,8.2,9.5,-1.0,-1.0,-1.0,Promocionado,9,2024,Anticipada,0,,
1050,9.5,-1.0,-1.0,6.3,-1.0,-1.0,Promocionado,8,2024,Anticipada,0,,
1051,0.9,1.5,3.1,2.0,-1.0,-1.0,Desaprobado,0,2024,Anticipada,0,,
1052,6.4,-1.0,3.3,4.4,-1.0,3.3,Desaprobado,0,2024,Anticipada,0,,
1053,4.6,6.0,3.5,7.7,-1.0,-1.0,Promocionado,7,2024,Anticipada,0,,
1054,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1055,7.4,-1.0,2.8,6.1,-1.0,-1.0,Promocionado,7,2024,Anticipada,0,,
1056,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1057,4.0,7.9,5.2,-1.0,-1.0,-1.0,Promocionado,7,2024,Anticipada,0,,
1058,4.0,3.5,-1.0,4.5,4.9,-1.0,Desaprobado,0,2024,Anticipada,0,,
1059,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1060,9.6,-1.0,9.2,-1.0,-1.0,-1.0,Promocionado,10,2024,Anticipada,0,,
1061,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1062,8.5,-1.0,7.8,-1.0,-1.0,-1.0,Promocionado,8,2024,Anticipada,0,,
1063,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1064,3.8,3.5,4.6,4.0,6.8,-1.0,Desaprobado,0,2024,Anticipada,0,,
1065,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1066,0.0,0.3,0.1,-1.0,-1.0,-1.0,Abandonó,0,2024,Anticipada,0,,
1067,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1068,3.6,2.5,2.7,2.9,-1.0,-1.0,Desaprobado,0,2024,Anticipada,0,,
1069,4.7,6.0,4.9,2.7,-1.0,7.0,Promocionado,6,2024,Anticipada,0,,
1070,4.4,6.5,7.0,-1.0,-1.0,-1.0,Promocionado,7,2024,Anticipada,0,,
1071,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1072,2.1,6.4,1.0,3.0,-1.0,2.2,Desaprobado,0,2024,Anticipada,0,,
1073,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1074,7.1,-1.0,5.4,-1.0,-1.0,-1.0,Promocionado,6,2024,Anticipada,0,,
1075,3.7,4.7,0.9,4.2,-1.0,5.3,Desaprobado,0,2024,Anticipada,0,,
1076,3.0,5.4,4.4,6.1,-1.0,6.7,Promocionado,6,2024,Anticipada,0,,
1077,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1078,0.0,0.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Anticipada,0,,
1079,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1080,-1.0,0.6,2.2,0.7,-1.0,-1.0,Desaprobado,0,2024,Anticipada,0,,
1081,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1083,0.0,0.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Anticipada,0,,
1084,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Anticipada,0,,
1085,1.0,0.7,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Anticipada,0,,
1086,0.0,0.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Anticipada,0,,
1087,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1088,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1089,0.4,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Anticipada,0,,
1090,0.9,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Anticipada,0,,
1091,0.0,0.0,0.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Anticipada,0,,
1092,2.4,3.5,4.9,7.7,8.2,-1.0,Promocionado,8,2024,Anticipada,0,,
1093,1.4,2.6,0.2,2.9,-1.0,-1.0,Desaprobado,0,2024,Anticipada,0,,
1094,8.0,-1.0,7.5,-1.0,-1.0,-1.0,Promocionado,8,2024,Anticipada,0,,
1095,1.8,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Anticipada,0,,
1096,1.5,1.3,1.3,1.0,-1.0,-1.0,Desaprobado,0,2024,Anticipada,0,,
1097,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1098,1.6,0.8,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Anticipada,0,,
1099,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1100,7.7,-1.0,8.7,-1.0,-1.0,-1.0,Promocionado,8,2024,Anticipada,0,,
1101,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1102,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1103,3.1,2.9,6.1,-1.0,8.2,-1.0,Promocionado,7,2024,Anticipada,0,,
1104,0.8,2.3,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Anticipada,0,,
1105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1106,0.0,0.7,0.0,0.0,-1.0,-1.0,Desaprobado,0,2024,Anticipada,0,,
1107,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1108,3.5,3.5,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Anticipada,0,,
1109,3.7,4.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Anticipada,0,,
1110,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1111,0.0,0.2,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Anticipada,0,,
1112,1.8,0.9,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Anticipada,0,,
1113,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1114,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1115,2.6,1.7,0.2,2.8,-1.0,-1.0,Desaprobado,0,2024,Anticipada,0,,
1116,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1117,6.8,-1.0,4.5,5.9,-1.0,-1.0,Promocionado,7,2024,Anticipada,0,,
1118,0.0,0.0,0.0,0.0,-1.0,-1.0,Desaprobado,0,2024,Anticipada,0,,
1119,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1120,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1121,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1122,3.2,2.4,2.9,-1.0,-1.0,-1.0,Abandonó,0,2024,Anticipada,0,,
1123,8.1,-1.0,8.0,-1.0,-1.0,-1.0,Promocionado,8,2024,Anticipada,0,,
1124,0.4,0.5,0.4,-1.0,-1.0,-1.0,Abandonó,0,2024,Anticipada,0,,
1125,1.4,0.5,1.6,3.4,-1.0,-1.0,Desaprobado,0,2024,Anticipada,0,,
1126,4.6,3.3,-1.0,2.8,-1.0,-1.0,Desaprobado,0,2024,Anticipada,0,,
1127,7.7,-1.0,8.1,-1.0,-1.0,-1.0,Promocionado,8,2024,Anticipada,0,,
1128,2.8,3.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Anticipada,0,,
1129,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1130,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Anticipada,0,,
1131,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1132,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1133,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1134,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1135,3.8,5.8,5.1,4.7,-1.0,4.0,Desaprobado,0,2024,Anticipada,0,,
1136,10.0,-1.0,10.0,-1.0,-1.0,-1.0,Promocionado,10,2024,Anticipada,0,,
1137,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1138,3.6,4.0,5.8,5.2,10.0,-1.0,Promocionado,8,2024,Anticipada,0,,
1139,-1.0,0.9,0.4,0.9,-1.0,-1.0,Desaprobado,0,2024,Anticipada,0,,
1140,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1141,7.0,-1.0,8.5,-1.0,-1.0,-1.0,Promocionado,8,2024,Anticipada,0,,
1142,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2024,Anticipada,0,,
1143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2024,Anticipada,0,,
1144,4.2,5.0,4.6,5.2,-1.0,7.3,Promocionado,6,2025,1er Semestre,0,,
1145,5.7,-1.0,6.4,-1.0,-1.0,-1.0,Promocionado,6,2025,1er Semestre,0,,
1146,0.0,0.0,0.0,0.0,-1.0,-1.0,Desaprobado,0,2025,1er Semestre,0,,
1147,0.6,0.0,0.0,0.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1148,3.4,3.5,1.2,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1149,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2025,1er Semestre,0,,
1150,2.6,0.8,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1151,0.5,0.5,1.1,1.1,-1.0,-1.0,Desaprobado,0,2025,1er Semestre,0,,
1152,6.0,-1.0,9.6,-1.0,-1.0,-1.0,Promocionado,8,2025,1er Semestre,0,,
1153,0.3,2.9,1.8,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1154,6.9,-1.0,8.2,-1.0,-1.0,-1.0,Promocionado,8,2025,1er Semestre,0,,
1155,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2025,1er Semestre,0,,
1156,2.8,0.9,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1157,0.7,3.1,0.3,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1158,6.1,-1.0,6.8,-1.0,-1.0,-1.0,Promocionado,7,2025,1er Semestre,0,,
1159,0.6,0.3,1.0,0.3,-1.0,-1.0,Desaprobado,0,2025,1er Semestre,0,,
1160,3.2,4.3,2.1,4.2,-1.0,8.2,Promocionado,6,2025,1er Semestre,0,,
1161,7.6,-1.0,4.0,5.0,-1.0,-1.0,Promocionado,6,2025,1er Semestre,0,,
1162,0.0,0.0,0.0,0.0,-1.0,-1.0,Desaprobado,0,2025,1er Semestre,0,,
1163,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2025,1er Semestre,0,,
1164,5.5,-1.0,4.5,9.6,-1.0,-1.0,Promocionado,8,2025,1er Semestre,0,,
1165,1.6,2.3,1.2,3.5,-1.0,-1.0,Desaprobado,0,2025,1er Semestre,0,,
1166,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2025,1er Semestre,0,,
1167,3.6,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1168,2.7,3.3,0.4,2.9,-1.0,-1.0,Desaprobado,0,2025,1er Semestre,0,,
1169,2.8,5.8,8.3,-1.0,-1.0,-1.0,Promocionado,7,2025,1er Semestre,0,,
1170,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2025,1er Semestre,0,,
1171,2.6,6.2,2.0,3.3,-1.0,2.8,Desaprobado,0,2025,1er Semestre,0,,
1172,0.9,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1173,0.3,0.3,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1174,0.0,-1.0,0.3,0.5,-1.0,-1.0,Desaprobado,0,2025,1er Semestre,0,,
1175,1.7,1.5,0.0,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1176,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2025,1er Semestre,0,,
1177,3.6,6.0,4.8,6.6,-1.0,-1.0,Promocionado,6,2025,1er Semestre,0,,
1178,3.5,2.1,0.5,1.5,-1.0,-1.0,Desaprobado,0,2025,1er Semestre,0,,
1179,4.4,3.3,2.6,2.9,-1.0,-1.0,Desaprobado,0,2025,1er Semestre,0,,
1180,6.2,-1.0,2.9,6.2,-1.0,-1.0,Promocionado,6,2025,1er Semestre,0,,
1181,5.6,6.2,8.2,-1.0,-1.0,-1.0,Promocionado,8,2025,1er Semestre,0,,
1182,4.0,7.3,4.8,-1.0,-1.0,-1.0,Promocionado,6,2025,1er Semestre,0,,
1183,3.6,2.5,1.6,4.1,7.9,-1.0,Promocionado,6,2025,1er Semestre,0,,
1184,6.5,-1.0,0.6,5.5,-1.0,-1.0,Promocionado,6,2025,1er Semestre,0,,
1185,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2025,1er Semestre,0,,
1186,-1.0,0.6,0.4,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1187,2.7,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1188,0.9,1.5,2.0,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1189,1.8,1.4,3.2,0.6,-1.0,-1.0,Desaprobado,0,2025,1er Semestre,0,,
1190,0.0,-1.0,0.3,0.1,-1.0,-1.0,Desaprobado,0,2025,1er Semestre,0,,
1191,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2025,1er Semestre,0,,
1192,0.6,1.9,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1193,1.0,1.2,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1194,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2025,1er Semestre,0,,
1195,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1196,1.3,2.9,3.2,4.3,7.7,-1.0,Promocionado,6,2025,1er Semestre,0,,
1197,5.5,-1.0,7.1,-1.0,-1.0,-1.0,Promocionado,7,2025,1er Semestre,0,,
1198,0.0,0.0,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1199,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2025,1er Semestre,0,,
1200,1.7,4.0,4.0,-1.0,-1.0,4.9,Desaprobado,0,2025,1er Semestre,0,,
1201,2.2,0.8,0.3,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1202,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2025,1er Semestre,0,,
1203,0.0,1.8,0.0,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1204,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2025,1er Semestre,0,,
1205,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2025,1er Semestre,0,,
1206,0.3,-1.0,0.0,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1207,1.6,3.0,1.9,4.0,5.3,-1.0,Desaprobado,0,2025,1er Semestre,0,,
1208,5.5,-1.0,8.6,-1.0,-1.0,-1.0,Promocionado,7,2025,1er Semestre,0,,
1209,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2025,1er Semestre,0,,
1210,3.3,5.0,4.6,7.0,-1.0,-1.0,Promocionado,6,2025,1er Semestre,0,,
1211,2.5,2.6,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1212,4.0,6.3,3.2,7.9,-1.0,-1.0,Promocionado,7,2025,1er Semestre,0,,
1213,1.7,1.9,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1214,3.6,5.2,-1.0,4.1,-1.0,5.6,Desaprobado,0,2025,1er Semestre,0,,
1215,3.3,3.1,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1216,7.5,6.7,-1.0,-1.0,-1.0,7.5,Promocionado,7,2025,1er Semestre,0,,
1217,0.0,-1.0,0.0,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1218,4.5,-1.0,3.6,7.6,-1.0,-1.0,Promocionado,6,2025,1er Semestre,0,,
1219,2.8,4.0,3.2,6.5,5.5,-1.0,Promocionado,6,2025,1er Semestre,0,,
1220,1.0,1.2,-1.0,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1221,1.2,0.9,0.0,-1.0,-1.0,-1.0,Abandonó,0,2025,1er Semestre,0,,
1222,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Libre,0,2025,1er Semestre,0,,
